"Date","Price","Open","High","Low","Change %"
"04/04/2013","106.53","107.51","107.51","106.53","-0.89%"
"04/03/2013","107.49","107.49","107.49","107.49","-3.91%"
"04/02/2013","111.86","116.25","116.25","111.86","-3.76%"
"04/01/2013","116.23","116.23","116.23","116.23","0.05%"
"03/29/2013","116.18","116.18","116.18","116.18","-2.45%"
"03/28/2013","119.09","120.56","120.56","119.09","-1.21%"
"03/27/2013","120.55","110.78","120.55","110.78","8.83%"
"03/26/2013","110.77","106.86","110.77","106.86","3.67%"
"03/25/2013","106.84","106.84","106.84","106.84","12.91%"
"03/22/2013","94.63","91.69","94.63","91.69","3.21%"
"03/21/2013","91.68","91.36","91.68","91.36","0.37%"
"03/20/2013","91.34","90.98","91.34","90.98","0.30%"
"03/19/2013","91.07","91.07","91.07","91.07","3.73%"
"03/18/2013","87.80","87.80","87.80","87.80","2.32%"
"03/15/2013","85.80","85.80","85.80","85.80","0.02%"
"03/14/2013","85.79","86.12","86.12","85.79","-0.37%"
"03/13/2013","86.11","85.78","86.11","85.78","0.40%"
"03/12/2013","85.77","85.77","85.77","85.77","0.01%"
"03/11/2013","85.76","85.76","85.76","85.76","-0.70%"
"03/08/2013","86.36","87.68","87.68","86.36","-1.49%"
"03/07/2013","87.67","88.97","88.97","87.67","-1.45%"
"03/06/2013","88.96","90.59","90.59","88.96","-1.79%"
"03/05/2013","90.58","97.80","97.80","90.58","-7.83%"
"03/04/2013","98.27","93.80","98.27","93.80","4.77%"
"03/01/2013","93.80","91.84","93.80","91.84","2.14%"
"02/28/2013","91.83","91.50","91.83","91.50","0.37%"
"02/27/2013","91.49","93.45","93.45","91.49","-2.08%"
"02/26/2013","93.44","87.89","93.44","87.89","6.33%"
"02/25/2013","87.88","89.18","89.18","87.88","-1.42%"
"02/22/2013","89.15","89.15","89.15","89.15","0.38%"
"02/21/2013","88.81","88.81","88.81","88.81","2.65%"
"02/20/2013","86.52","86.52","86.52","86.52","-0.36%"
"02/19/2013","86.83","86.83","86.83","86.83","-2.14%"
"02/18/2013","88.73","88.73","88.73","88.73","2.62%"
"02/15/2013","86.47","86.46","86.47","86.46","0.02%"
"02/14/2013","86.45","87.10","87.10","86.45","-0.73%"
"02/13/2013","87.09","92.30","92.30","87.09","-5.64%"
"02/12/2013","92.29","94.57","94.57","92.29","-2.40%"
"02/11/2013","94.56","94.56","94.56","94.56","-1.31%"
"02/08/2013","95.82","95.18","95.82","95.18","0.00%"
"02/07/2013","95.82","95.82","95.82","95.82","0.01%"
"02/06/2013","95.81","96.13","96.13","95.81","-0.33%"
"02/05/2013","96.12","97.10","97.10","96.12","-1.00%"
"02/04/2013","97.09","91.99","97.09","91.99","2.80%"
"02/01/2013","94.44","94.44","94.44","94.44","0.01%"
"01/31/2013","94.43","92.80","94.43","92.80","1.77%"
"01/30/2013","92.79","91.16","92.79","91.16","1.80%"
"01/29/2013","91.15","89.84","91.15","89.84","1.47%"
"01/28/2013","89.83","89.83","89.83","89.83","3.55%"
"01/25/2013","86.75","86.75","86.75","86.75","0.02%"
"01/24/2013","86.73","86.09","86.73","86.09","0.76%"
"01/23/2013","86.08","85.44","86.08","85.42","0.77%"
"01/22/2013","85.42","84.71","85.42","84.14","0.86%"
"01/21/2013","84.69","84.69","84.69","84.69","0.77%"
"01/18/2013","84.05","83.78","84.05","83.78","0.35%"
"01/17/2013","83.76","84.58","84.58","83.76","-0.79%"
"01/16/2013","84.43","84.43","84.43","84.43","-0.67%"
"01/15/2013","85.00","82.12","85.00","82.12","3.52%"
"01/14/2013","82.11","80.82","82.11","80.82","1.65%"
"01/11/2013","80.78","80.48","80.78","79.21","0.39%"
"01/10/2013","80.46","80.14","80.46","78.71","0.42%"
"01/09/2013","80.12","81.09","81.09","80.12","-1.18%"
"01/08/2013","81.08","81.08","81.08","80.11","0.02%"
"01/07/2013","81.07","81.47","81.47","80.71","-0.45%"
"01/04/2013","81.43","80.49","81.43","79.23","1.19%"
"01/03/2013","80.48","80.48","80.48","80.48","-2.75%"
"01/02/2013","82.75","82.75","82.75","82.75","-7.47%"
"01/01/2013","89.43","89.43","89.43","89.43","0.01%"
"12/31/2012","89.42","89.42","89.42","89.42","0.06%"
"12/28/2012","89.37","89.37","89.37","89.37","2.25%"
"12/27/2012","87.40","87.40","87.40","87.40","0.58%"
"12/26/2012","86.90","86.90","86.90","86.90","0.02%"
"12/25/2012","86.88","86.88","86.88","86.88","0.02%"
"12/24/2012","86.86","86.86","86.86","86.86","0.06%"
"12/21/2012","86.81","86.81","86.81","86.81","0.03%"
"12/20/2012","86.78","88.82","88.82","86.78","-1.71%"
"12/19/2012","88.29","88.29","88.29","88.29","-0.53%"
"12/18/2012","88.76","90.71","90.71","88.76","-2.13%"
"12/17/2012","90.70","95.08","95.08","90.70","-4.55%"
"12/14/2012","95.02","95.02","95.02","95.02","0.02%"
"12/13/2012","95.00","96.91","96.91","95.00","-1.94%"
"12/12/2012","96.88","103.89","103.89","96.88","-6.74%"
"12/11/2012","103.88","103.88","103.88","103.88","-0.91%"
"12/10/2012","104.83","104.83","104.83","104.83","0.36%"
"12/07/2012","104.45","104.43","104.45","104.43","0.02%"
"12/06/2012","104.43","105.73","105.73","104.43","-1.21%"
"12/05/2012","105.71","109.28","109.28","105.71","-3.25%"
"12/04/2012","109.26","109.26","109.26","109.26","0.32%"
"12/03/2012","108.92","111.51","111.51","108.92","-2.27%"
"11/30/2012","111.45","112.10","112.10","111.45","-0.56%"
"11/29/2012","112.08","116.61","116.61","112.08","-3.87%"
"11/28/2012","116.59","116.27","116.59","116.27","0.30%"
"11/27/2012","116.24","117.88","117.88","116.24","-1.37%"
"11/26/2012","117.86","117.86","117.86","117.86","0.33%"
"11/23/2012","117.47","117.47","117.47","117.47","-1.02%"
"11/22/2012","118.69","118.69","118.69","118.69","-0.04%"
"11/21/2012","118.73","119.06","119.06","118.73","-0.25%"
"11/20/2012","119.03","122.59","122.59","119.03","-2.89%"
"11/19/2012","122.57","126.14","126.14","122.57","-2.79%"
"11/16/2012","126.08","124.79","126.08","124.79","1.31%"
"11/15/2012","124.45","124.45","124.45","124.45","0.54%"
"11/14/2012","123.78","123.78","123.78","123.78","1.35%"
"11/13/2012","122.13","122.14","122.14","122.13","0.01%"
"11/12/2012","122.12","119.89","122.12","119.89","1.92%"
"11/09/2012","119.82","117.89","119.82","117.89","1.65%"
"11/08/2012","117.87","117.87","117.87","117.87","0.55%"
"11/07/2012","117.22","117.35","117.35","115.62","1.40%"
"11/06/2012","115.60","114.94","115.60","114.94","-1.47%"
"11/05/2012","117.32","118.19","118.19","114.24","2.13%"
"11/02/2012","114.88","114.26","114.88","114.26","0.56%"
"11/01/2012","114.24","116.32","116.32","114.24","-1.77%"
"10/31/2012","116.30","116.30","116.30","116.30","-1.60%"
"10/30/2012","118.19","120.54","120.54","118.19","-1.95%"
"10/29/2012","120.54","120.54","120.54","120.54","3.85%"
"10/26/2012","116.07","113.85","116.07","113.85","1.97%"
"10/25/2012","113.83","114.78","120.78","113.83","-0.82%"
"10/24/2012","114.77","114.78","120.78","114.77","-5.45%"
"10/23/2012","121.39","113.17","121.39","113.17","1.34%"
"10/22/2012","119.78","119.78","119.78","119.78","5.68%"
"10/19/2012","113.34","112.36","113.34","111.92","1.29%"
"10/18/2012","111.90","111.90","111.90","111.90","-0.40%"
"10/17/2012","112.34","120.51","120.51","112.34","-6.77%"
"10/16/2012","120.50","122.39","122.39","120.50","-1.52%"
"10/15/2012","122.37","126.67","126.67","122.37","-3.36%"
"10/12/2012","126.62","128.27","128.27","126.62","-1.27%"
"10/11/2012","128.25","129.22","129.22","128.25","-0.74%"
"10/10/2012","129.20","129.20","129.20","129.20","0.26%"
"10/09/2012","128.87","128.55","128.87","128.55","0.26%"
"10/08/2012","128.54","128.54","128.54","128.54","0.80%"
"10/05/2012","127.52","131.03","131.03","127.52","-2.67%"
"10/04/2012","131.02","134.81","134.81","131.02","-2.80%"
"10/03/2012","134.79","139.61","139.61","134.79","-3.44%"
"10/02/2012","139.59","140.79","140.79","139.59","-0.85%"
"10/01/2012","140.79","139.80","140.79","139.80","0.74%"
"09/28/2012","139.75","139.75","139.75","139.75","0.17%"
"09/27/2012","139.51","139.51","139.51","139.51","-3.39%"
"09/26/2012","144.41","144.41","144.41","144.41","5.47%"
"09/25/2012","136.92","136.92","136.92","136.92","1.22%"
"09/24/2012","135.27","135.27","135.27","135.27","1.25%"
"09/21/2012","133.60","133.60","133.60","133.60","0.02%"
"09/20/2012","133.57","133.57","133.57","133.57","5.96%"
"09/19/2012","126.05","126.05","126.05","126.05","-1.27%"
"09/18/2012","127.67","127.67","127.67","127.67","3.98%"
"09/17/2012","122.78","122.78","122.78","122.78","0.57%"
"09/14/2012","122.08","122.08","122.08","122.08","-3.83%"
"09/13/2012","126.94","125.97","126.94","125.30","0.79%"
"09/12/2012","125.95","127.58","128.22","125.95","-1.25%"
"09/11/2012","127.55","125.94","127.55","125.94","1.29%"
"09/10/2012","125.92","120.34","125.92","120.34","-0.66%"
"09/07/2012","126.76","127.66","127.66","126.76","-6.88%"
"09/06/2012","136.12","145.47","145.47","136.12","-4.94%"
"09/05/2012","143.19","149.33","149.33","143.19","-1.55%"
"09/04/2012","145.45","145.45","145.45","145.45","-2.19%"
"09/03/2012","148.71","148.71","148.71","148.71","-1.44%"
"08/31/2012","150.89","150.89","150.89","150.89","1.25%"
"08/30/2012","149.03","149.03","149.03","149.03","1.99%"
"08/29/2012","146.12","146.12","146.12","146.12","-0.65%"
"08/28/2012","147.08","147.08","147.08","147.08","1.14%"
"08/27/2012","145.42","145.42","145.42","145.42","0.04%"
"08/24/2012","145.36","145.36","145.36","145.36","3.90%"
"08/23/2012","139.90","139.90","139.90","139.90","2.40%"
"08/22/2012","136.62","136.62","136.62","136.62","1.92%"
"08/21/2012","134.05","137.28","137.28","134.05","-2.34%"
"08/20/2012","137.26","139.83","139.83","137.26","-1.37%"
"08/17/2012","139.16","139.16","139.16","139.16","-0.46%"
"08/16/2012","139.81","139.81","139.81","139.81","-0.46%"
"08/15/2012","140.45","140.45","140.45","140.45","0.01%"
"08/14/2012","140.43","142.69","142.69","140.43","-1.58%"
"08/13/2012","142.68","144.61","144.61","142.68","0.96%"
"08/10/2012","141.32","141.34","141.34","141.32","0.00%"
"08/09/2012","141.32","142.60","143.60","141.32","-0.88%"
"08/08/2012","142.57","142.57","142.57","142.57","0.81%"
"08/07/2012","141.42","141.42","141.42","141.42","-0.67%"
"08/06/2012","142.37","142.37","142.37","142.37","-5.75%"
"08/03/2012","151.05","151.05","151.05","151.05","-3.50%"
"08/02/2012","156.53","156.53","156.53","156.53","4.23%"
"08/01/2012","150.18","150.18","150.18","150.18","-1.48%"
"07/31/2012","152.43","154.05","154.05","152.43","-1.03%"
"07/30/2012","154.01","162.67","162.67","154.01","-5.32%"
"07/27/2012","162.66","170.49","170.49","162.66","-4.59%"
"07/26/2012","170.48","178.85","178.85","170.48","-5.02%"
"07/25/2012","179.49","182.06","182.06","179.49","-1.42%"
"07/24/2012","182.08","181.79","182.08","180.46","0.17%"
"07/23/2012","181.78","175.29","181.78","175.29","3.73%"
"07/20/2012","175.25","173.31","175.25","173.31","1.13%"
"07/19/2012","173.29","173.62","173.62","173.29","-0.18%"
"07/18/2012","173.61","186.21","186.21","173.61","-6.76%"
"07/17/2012","186.20","186.86","186.86","186.20","-0.34%"
"07/16/2012","186.84","184.90","186.84","184.90","1.09%"
"07/13/2012","184.83","185.80","185.82","184.83","-0.52%"
"07/12/2012","185.79","185.79","185.79","185.79","0.00%"
"07/11/2012","185.79","185.78","185.79","185.78","0.01%"
"07/10/2012","185.77","186.44","186.44","185.77","-0.35%"
"07/09/2012","186.42","181.81","186.42","181.81","2.58%"
"07/06/2012","181.74","177.23","181.74","177.23","2.54%"
"07/05/2012","177.23","168.09","177.23","168.09","5.46%"
"07/04/2012","168.06","168.06","168.06","168.06","-2.14%"
"07/03/2012","171.73","171.73","171.73","171.73","-0.73%"
"07/02/2012","173.00","173.00","173.00","173.00","-2.91%"
"06/29/2012","178.18","178.18","178.18","178.18","-6.46%"
"06/28/2012","190.49","190.49","190.49","190.49","0.34%"
"06/27/2012","189.84","189.84","189.84","189.84","0.39%"
"06/26/2012","189.10","189.09","189.10","187.86","0.01%"
"06/25/2012","189.09","183.64","189.09","183.64","2.99%"
"06/22/2012","183.61","184.58","184.58","183.61","-0.50%"
"06/21/2012","184.53","184.53","184.53","184.53","-2.05%"
"06/20/2012","188.39","190.78","190.78","188.39","-1.39%"
"06/19/2012","191.04","192.63","192.63","191.04","-0.80%"
"06/18/2012","192.59","190.66","192.59","190.22","1.03%"
"06/15/2012","190.63","190.63","190.63","190.63","-1.54%"
"06/14/2012","193.61","192.62","193.61","192.20","0.51%"
"06/13/2012","192.62","194.25","194.25","192.62","-0.83%"
"06/12/2012","194.24","188.35","194.24","188.35","3.83%"
"06/11/2012","187.07","186.35","187.07","185.30","0.42%"
"06/08/2012","186.28","185.27","186.28","185.27","0.16%"
"06/07/2012","185.98","195.76","195.76","185.98","-5.00%"
"06/06/2012","195.76","199.98","199.98","195.76","-2.11%"
"06/05/2012","199.98","199.98","199.98","199.98","0.00%"
"06/04/2012","199.98","199.98","199.98","199.98","0.00%"
"06/01/2012","199.97","199.96","199.97","199.96","0.01%"
"05/31/2012","199.95","199.95","199.95","199.95","-0.02%"
"05/30/2012","199.98","199.98","199.98","199.98","7.12%"
"05/29/2012","186.69","186.69","186.69","186.69","-1.62%"
"05/28/2012","189.77","189.77","189.77","189.77","0.03%"
"05/25/2012","189.72","188.96","189.72","188.96","0.40%"
"05/24/2012","188.96","189.01","189.01","187.67","0.69%"
"05/23/2012","187.67","185.74","187.67","185.74","1.04%"
"05/22/2012","185.73","191.04","191.04","185.73","-3.11%"
"05/21/2012","191.69","191.69","191.69","191.69","1.79%"
"05/18/2012","188.32","186.87","188.32","186.87","0.78%"
"05/17/2012","186.86","184.50","186.86","184.50","1.28%"
"05/16/2012","184.50","184.50","184.50","184.50","0.00%"
"05/15/2012","184.50","182.12","184.50","182.12","2.44%"
"05/14/2012","180.11","176.22","180.11","176.22","4.97%"
"05/11/2012","171.58","171.58","171.58","171.58","-0.80%"
"05/10/2012","172.96","172.96","172.96","172.96","-0.31%"
"05/09/2012","173.49","173.49","173.49","173.49","6.71%"
"05/08/2012","162.58","162.58","162.58","162.58","-0.29%"
"05/07/2012","163.05","163.05","163.05","163.05","0.02%"
"05/04/2012","163.01","163.01","163.01","163.01","0.01%"
"05/03/2012","163.00","163.00","163.00","163.00","0.43%"
"05/02/2012","162.31","162.31","162.31","162.31","0.80%"
"05/01/2012","161.02","161.02","161.02","161.02","-1.58%"
"04/30/2012","163.60","163.60","163.60","163.60","-2.73%"
"04/27/2012","168.20","168.20","168.20","168.20","-0.57%"
"04/26/2012","169.16","169.16","169.16","169.16","0.01%"
"04/25/2012","169.15","169.15","169.15","169.15","-3.04%"
"04/24/2012","174.46","174.46","174.46","174.46","0.08%"
"04/23/2012","174.32","174.32","174.32","174.32","3.09%"
"04/20/2012","169.10","169.10","169.10","169.10","-2.99%"
"04/19/2012","174.30","174.30","174.30","174.30","-0.53%"
"04/18/2012","175.24","175.24","175.24","175.24","2.11%"
"04/17/2012","171.62","171.62","171.62","171.62","0.59%"
"04/16/2012","170.61","167.84","170.61","167.84","1.69%"
"04/13/2012","167.78","167.78","167.78","167.78","2.58%"
"04/12/2012","163.56","163.56","163.56","163.56","-3.35%"
"04/11/2012","169.23","169.23","169.23","169.23","-0.77%"
"04/10/2012","170.54","170.54","170.54","170.54","7.68%"
"04/09/2012","158.37","158.37","158.37","158.37","-3.14%"
"04/06/2012","163.51","163.51","163.51","163.51","3.27%"
"04/05/2012","158.34","158.34","158.34","158.34","4.29%"
"04/04/2012","151.83","151.83","151.83","151.83","2.63%"
"04/03/2012","147.94","147.94","147.94","147.94","-2.27%"
"04/02/2012","151.38","151.38","151.38","151.38","-0.62%"
"03/30/2012","152.32","152.32","152.32","152.32","0.01%"
"03/29/2012","152.30","144.79","152.30","144.79","5.19%"
"03/28/2012","144.78","142.19","144.78","142.19","1.84%"
"03/27/2012","142.17","143.47","146.20","142.17","-0.91%"
"03/26/2012","143.47","146.39","149.11","143.47","-1.97%"
"03/23/2012","146.35","133.55","146.35","133.55","3.01%"
"03/22/2012","142.08","139.80","142.08","139.80","6.40%"
"03/21/2012","133.54","131.27","134.31","131.27","1.74%"
"03/20/2012","131.25","132.06","133.35","131.25","-0.82%"
"03/19/2012","132.34","132.34","132.34","132.34","-2.38%"
"03/16/2012","135.57","140.45","141.25","135.57","-3.47%"
"03/15/2012","140.45","140.45","140.45","140.45","1.19%"
"03/14/2012","138.79","138.79","138.79","138.79","-3.18%"
"03/13/2012","143.35","143.35","143.35","143.35","-2.46%"
"03/12/2012","146.96","146.96","146.96","146.96","0.47%"
"03/09/2012","146.27","146.27","146.27","146.27","-0.44%"
"03/08/2012","146.92","146.92","146.92","146.92","-2.15%"
"03/07/2012","150.15","150.15","150.15","150.15","-0.64%"
"03/06/2012","151.11","151.11","151.11","151.11","5.75%"
"03/05/2012","142.90","142.90","142.90","142.90","6.63%"
"03/02/2012","134.01","134.01","134.01","134.01","0.74%"
"03/01/2012","133.02","133.01","133.02","133.01","0.02%"
"02/29/2012","133.00","138.31","138.31","133.00","-3.83%"
"02/28/2012","138.30","144.14","144.14","138.30","-4.04%"
"02/27/2012","144.12","143.81","144.12","143.81","0.47%"
"02/24/2012","143.45","150.99","150.99","143.45","-4.97%"
"02/23/2012","150.96","149.35","150.97","149.35","0.43%"
"02/22/2012","150.31","147.07","150.31","147.07","2.22%"
"02/21/2012","147.05","143.37","147.05","143.37","2.57%"
"02/20/2012","143.36","143.36","143.36","143.36","-8.05%"
"02/17/2012","155.91","155.91","155.91","155.91","-3.60%"
"02/16/2012","161.74","156.09","161.74","156.09","3.63%"
"02/15/2012","156.07","150.89","156.07","150.89","3.45%"
"02/14/2012","150.86","147.60","150.86","147.60","2.22%"
"02/13/2012","147.59","147.60","147.60","147.59","-0.45%"
"02/10/2012","148.26","148.26","148.26","148.26","9.73%"
"02/09/2012","135.11","132.52","135.11","132.52","1.96%"
"02/08/2012","132.51","126.95","132.51","126.95","4.38%"
"02/07/2012","126.95","126.02","126.95","126.02","0.75%"
"02/06/2012","126.00","127.27","127.27","126.00","-0.99%"
"02/03/2012","127.26","129.86","129.87","127.26","-2.48%"
"02/02/2012","130.49","132.49","132.49","130.49","-1.49%"
"02/01/2012","132.47","136.68","136.68","132.47","-3.07%"
"01/31/2012","136.66","139.91","139.91","136.66","-1.17%"
"01/30/2012","138.28","138.50","138.50","138.28","6.25%"
"01/27/2012","130.15","130.15","130.47","130.15","-0.24%"
"01/26/2012","130.46","130.46","130.46","130.46","-3.36%"
"01/25/2012","134.99","136.28","136.95","134.99","-0.94%"
"01/24/2012","136.27","136.27","136.27","136.27","6.61%"
"01/23/2012","127.82","127.82","127.82","127.82","0.02%"
"01/20/2012","127.79","127.79","127.79","127.79","-1.24%"
"01/19/2012","129.39","140.81","140.81","129.39","-8.10%"
"01/18/2012","140.79","140.79","140.79","140.79","-2.96%"
"01/17/2012","145.09","145.09","145.09","145.09","-1.85%"
"01/16/2012","147.82","147.82","147.82","147.82","-2.29%"
"01/13/2012","151.28","151.28","151.28","151.28","5.20%"
"01/12/2012","143.80","143.80","143.80","143.80","-3.10%"
"01/11/2012","148.40","148.40","148.40","148.40","0.45%"
"01/10/2012","147.73","147.73","147.73","147.73","-3.17%"
"01/09/2012","152.56","152.56","152.56","152.56","0.01%"
"01/06/2012","152.55","152.55","152.55","152.55","0.23%"
"01/05/2012","152.20","152.20","152.20","152.20","6.41%"
"01/04/2012","143.03","143.03","143.03","143.03","1.62%"
"01/03/2012","140.75","143.64","143.64","140.75","-3.68%"
"01/02/2012","146.13","146.13","146.13","146.13","-0.30%"
"12/30/2011","146.57","146.57","146.57","146.57","-0.65%"
"12/29/2011","147.53","147.53","147.53","147.53","2.33%"
"12/28/2011","144.17","144.17","144.17","144.17","-0.76%"
"12/27/2011","145.27","145.27","145.27","145.27","0.78%"
"12/26/2011","144.14","144.14","144.14","144.14","-0.76%"
"12/23/2011","145.24","145.24","145.24","145.24","-0.45%"
"12/22/2011","145.89","145.89","145.89","145.89","-4.62%"
"12/21/2011","152.95","152.95","152.95","152.95","-2.07%"
"12/20/2011","156.18","156.18","156.18","156.18","-2.86%"
"12/19/2011","160.78","160.78","160.78","160.78","-0.35%"
"12/16/2011","161.35","161.35","161.35","161.35","-1.79%"
"12/15/2011","164.29","164.29","164.29","164.29","-4.34%"
"12/14/2011","171.75","171.75","171.75","171.75","1.89%"
"12/13/2011","168.56","168.56","168.56","168.56","-3.20%"
"12/12/2011","174.13","164.70","174.13","164.70","5.74%"
"12/09/2011","164.68","164.68","164.68","164.68","2.89%"
"12/08/2011","160.06","160.06","160.06","160.06","4.02%"
"12/07/2011","153.87","153.87","153.87","153.87","1.06%"
"12/06/2011","152.25","152.25","152.25","152.25","2.80%"
"12/05/2011","148.11","148.11","148.11","148.11","-5.22%"
"12/02/2011","156.27","156.27","156.27","156.27","-4.03%"
"12/01/2011","162.83","172.47","172.47","162.83","-5.52%"
"11/30/2011","172.34","172.34","172.34","172.34","-9.79%"
"11/29/2011","191.05","191.05","191.05","191.05","-0.87%"
"11/28/2011","192.72","192.72","192.72","192.72","-6.90%"
"11/25/2011","207.00","207.00","207.00","207.00","2.01%"
"11/24/2011","202.92","202.92","202.92","202.92","2.25%"
"11/23/2011","198.45","198.45","198.45","198.45","4.59%"
"11/22/2011","189.74","189.74","189.74","189.74","2.82%"
"11/21/2011","184.54","184.54","184.54","184.54","2.65%"
"11/18/2011","179.78","179.78","179.78","179.78","-1.81%"
"11/17/2011","183.09","183.09","183.09","183.09","0.59%"
"11/16/2011","182.01","182.01","182.01","182.01","-0.88%"
"11/15/2011","183.62","183.62","183.62","183.62","4.27%"
"11/14/2011","176.10","176.10","176.10","176.10","1.08%"
"11/11/2011","174.23","174.23","174.23","174.23","-5.30%"
"11/10/2011","183.97","183.97","183.97","183.97","4.58%"
"11/09/2011","175.91","175.91","175.91","175.91","5.49%"
"11/08/2011","166.76","166.76","166.76","166.76","3.11%"
"11/07/2011","161.73","161.73","161.73","161.73","3.25%"
"11/04/2011","156.65","156.65","156.65","156.65","5.30%"
"11/03/2011","148.77","148.77","148.77","148.77","-3.15%"
"11/02/2011","153.62","153.62","153.62","153.62","-6.93%"
"11/01/2011","165.05","165.05","165.05","165.05","19.74%"
"10/31/2011","137.84","123.51","137.84","123.51","11.60%"
"10/28/2011","123.51","125.93","125.93","123.51","-1.92%"
"10/27/2011","125.92","149.68","149.68","125.92","-15.33%"
"10/26/2011","148.73","148.73","148.73","148.73","-0.64%"
"10/25/2011","149.68","149.68","149.68","149.68","-1.16%"
"10/24/2011","151.44","151.41","151.44","151.41","0.02%"
"10/21/2011","151.41","151.73","155.63","151.41","-2.71%"
"10/20/2011","155.63","154.01","155.63","154.01","2.57%"
"10/19/2011","151.73","158.23","158.23","151.73","-4.10%"
"10/18/2011","158.23","158.23","158.23","158.23","6.01%"
"10/17/2011","149.26","149.26","149.26","149.26","-1.70%"
"10/14/2011","151.84","151.84","151.84","151.84","-0.41%"
"10/13/2011","152.47","152.47","152.47","152.47","0.91%"
"10/12/2011","151.09","151.09","151.09","151.09","-1.92%"
"10/11/2011","154.05","154.41","154.41","152.31","-0.23%"
"10/10/2011","154.40","154.40","154.40","154.40","-4.05%"
"10/07/2011","160.91","160.91","160.91","160.91","0.03%"
"10/06/2011","160.87","160.87","160.87","160.87","-7.51%"
"10/05/2011","173.94","173.94","173.94","173.94","-9.34%"
"10/04/2011","191.86","191.86","191.86","191.86","7.35%"
"10/03/2011","178.73","178.73","178.73","178.73","5.31%"
"09/30/2011","169.72","169.72","169.72","169.72","2.34%"
"09/29/2011","165.84","165.84","165.84","165.84","-0.94%"
"09/28/2011","167.42","167.42","167.42","167.42","-1.47%"
"09/27/2011","169.92","169.92","169.92","169.92","-8.74%"
"09/26/2011","186.19","186.19","186.19","186.19","-6.86%"
"09/23/2011","199.90","199.90","199.90","199.90","-4.69%"
"09/22/2011","209.73","209.73","209.73","209.73","5.52%"
"09/21/2011","198.77","198.77","198.77","198.77","-0.01%"
"09/20/2011","198.78","198.78","198.78","198.78","7.26%"
"09/19/2011","185.33","185.33","185.33","185.33","4.51%"
"09/16/2011","177.33","177.33","177.33","177.33","0.00%"
"09/15/2011","177.33","199.64","199.64","177.33","-11.17%"
"09/14/2011","199.64","199.64","199.64","199.64","-3.69%"
"09/13/2011","207.29","212.75","212.75","207.29","-2.57%"
"09/12/2011","212.75","201.05","212.75","201.05","7.52%"
"09/09/2011","197.87","187.67","197.87","187.67","5.22%"
"09/08/2011","188.05","188.05","188.05","188.05","0.20%"
"09/07/2011","187.67","193.45","193.45","187.67","-2.99%"
"09/06/2011","193.45","183.51","193.45","183.51","1.67%"
"09/05/2011","190.27","190.27","190.27","190.27","4.60%"
"09/02/2011","181.91","177.11","181.91","177.11","5.69%"
"09/01/2011","172.11","173.74","173.74","172.11","-1.41%"
"08/31/2011","174.57","179.42","179.42","174.57","-4.91%"
"08/30/2011","183.58","182.00","183.58","182.00","2.75%"
"08/29/2011","178.67","178.67","178.67","178.67","-2.37%"
"08/26/2011","183.01","175.51","183.02","175.51","4.27%"
"08/25/2011","175.51","176.04","180.74","175.51","-2.89%"
"08/24/2011","180.74","182.36","182.36","180.74","2.67%"
"08/23/2011","176.04","162.96","176.04","162.96","8.03%"
"08/22/2011","162.96","152.43","162.96","152.43","6.91%"
"08/19/2011","152.43","150.81","152.43","147.47","3.36%"
"08/18/2011","147.47","147.47","147.47","147.47","9.47%"
"08/17/2011","134.71","140.00","140.00","134.71","-3.78%"
"08/16/2011","140.00","140.00","140.00","140.00","0.72%"
"08/15/2011","138.99","145.46","145.46","138.99","-4.45%"
"08/12/2011","145.46","153.98","153.98","145.46","-5.53%"
"08/11/2011","153.98","140.90","153.98","140.90","9.29%"
"08/10/2011","140.90","137.05","140.90","137.05","9.91%"
"08/09/2011","128.20","128.20","128.20","128.20","5.71%"
"08/08/2011","121.28","121.28","121.28","121.28","5.14%"
"08/05/2011","115.35","108.77","115.35","108.77","6.06%"
"08/04/2011","108.77","104.25","108.77","104.25","1.93%"
"08/03/2011","106.71","105.24","106.71","105.24","2.36%"
"08/02/2011","104.25","99.84","104.25","99.84","2.36%"
"08/01/2011","101.85","101.85","101.85","101.85","2.01%"
"07/29/2011","99.84","96.57","99.84","96.57","3.39%"
"07/28/2011","96.57","97.22","97.22","96.57","-0.67%"
"07/27/2011","97.22","94.58","97.22","94.58","2.79%"
"07/26/2011","94.58","95.22","95.22","94.58","-0.68%"
"07/25/2011","95.22","92.92","95.22","92.92","3.23%"
"07/22/2011","92.25","99.12","99.12","92.25","-2.42%"
"07/21/2011","94.54","108.00","108.00","94.54","-4.62%"
"07/20/2011","99.12","102.39","102.39","99.12","-8.22%"
"07/19/2011","108.00","109.05","109.05","108.00","-1.89%"
"07/18/2011","110.08","109.05","110.08","109.05","0.95%"
"07/15/2011","109.05","105.12","109.05","105.12","3.74%"
"07/14/2011","105.12","105.45","105.45","105.12","-0.31%"
"07/13/2011","105.45","106.07","106.10","105.45","-0.59%"
"07/12/2011","106.07","110.95","110.95","106.07","-1.49%"
"07/11/2011","107.68","103.07","107.68","103.07","4.47%"
"07/08/2011","103.07","102.09","103.07","102.09","1.96%"
"07/07/2011","101.09","102.72","102.72","101.09","-1.58%"
"07/06/2011","102.71","95.65","102.71","95.65","4.01%"
"07/05/2011","98.75","98.75","98.75","98.75","3.24%"
