"Date","Price","Open","High","Low","Vol.","Change %"
"03/16/2020","1,702.79","1,885.08","1,885.45","1,699.79","","-9.51%"
"03/13/2020","1,881.64","1,778.10","1,882.28","1,760.17","","5.92%"
"03/12/2020","1,776.52","1,970.61","1,970.61","1,776.52","","-9.91%"
"03/11/2020","1,972.04","2,049.04","2,054.74","1,956.02","","-3.89%"
"03/10/2020","2,051.96","1,994.60","2,051.96","1,982.51","","2.84%"
"03/09/2020","1,995.22","2,152.33","2,152.46","1,992.29","","-7.17%"
"03/06/2020","2,149.29","2,194.79","2,194.79","2,116.32","","-1.96%"
"03/05/2020","2,192.35","2,243.17","2,248.62","2,182.53","","-2.26%"
"03/04/2020","2,243.09","2,179.29","2,243.22","2,175.99","","2.92%"
"03/03/2020","2,179.48","2,212.99","2,249.35","2,167.64","","-1.49%"
"03/02/2020","2,212.38","2,144.07","2,212.53","2,139.85","","3.33%"
"02/28/2020","2,141.12","2,175.92","2,176.00","2,087.86","","-1.66%"
"02/27/2020","2,177.25","2,258.95","2,259.07","2,177.16","","-3.60%"
"02/26/2020","2,258.62","2,269.19","2,291.63","2,254.23","","-0.48%"
"02/25/2020","2,269.42","2,328.51","2,330.67","2,265.53","","-2.63%"
"02/24/2020","2,330.75","2,401.75","2,401.99","2,326.23","","-3.00%"
"02/21/2020","2,402.80","2,419.40","2,420.58","2,398.97","","-0.72%"
"02/20/2020","2,420.21","2,431.02","2,433.95","2,405.54","","-0.45%"
"02/19/2020","2,431.22","2,420.85","2,433.60","2,420.18","","0.40%"
"02/18/2020","2,421.47","2,431.13","2,431.19","2,413.78","","-0.38%"
"02/17/2020","2,430.69","2,431.44","2,432.17","2,428.73","","-0.03%"
"02/14/2020","2,431.37","2,429.32","2,432.25","2,425.30","","0.06%"
"02/13/2020","2,429.89","2,433.95","2,434.49","2,420.96","","-0.21%"
"02/12/2020","2,434.95","2,421.72","2,434.95","2,420.87","","0.57%"
"02/11/2020","2,421.26","2,412.73","2,430.14","2,412.72","","0.34%"
"02/10/2020","2,413.10","2,403.52","2,413.10","2,397.12","","0.35%"
"02/07/2020","2,404.75","2,416.56","2,416.66","2,401.12","","-0.49%"
"02/06/2020","2,416.48","2,405.10","2,417.48","2,405.09","","0.48%"
"02/05/2020","2,404.96","2,383.61","2,406.20","2,383.61","","0.91%"
"02/04/2020","2,383.30","2,351.21","2,388.03","2,350.55","","1.35%"
"02/03/2020","2,351.45","2,342.14","2,361.26","2,338.51","","0.39%"
"01/31/2020","2,342.41","2,371.64","2,374.68","2,337.97","","-1.25%"
"01/30/2020","2,372.01","2,374.43","2,374.78","2,351.68","","-0.06%"
"01/29/2020","2,373.52","2,373.77","2,383.07","2,371.95","","0.04%"
"01/28/2020","2,372.52","2,355.87","2,377.71","2,352.94","","0.70%"
"01/27/2020","2,356.09","2,396.25","2,396.58","2,354.15","","-1.64%"
"01/24/2020","2,395.31","2,406.23","2,415.43","2,389.24","","-0.45%"
"01/23/2020","2,406.14","2,410.86","2,411.19","2,395.44","","-0.17%"
"01/22/2020","2,410.23","2,408.55","2,419.06","2,408.52","","0.04%"
"01/21/2020","2,409.29","2,415.62","2,415.62","2,406.77","","-0.24%"
"01/20/2020","2,415.03","2,415.19","2,416.53","2,413.95","","-0.02%"
"01/17/2020","2,415.51","2,407.19","2,415.51","2,406.42","","0.39%"
"01/16/2020","2,406.17","2,393.16","2,406.18","2,392.41","","0.59%"
"01/15/2020","2,392.06","2,388.32","2,396.93","2,386.35","","0.15%"
"01/14/2020","2,388.50","2,388.41","2,394.27","2,385.46","","0.01%"
"01/13/2020","2,388.25","2,377.24","2,388.49","2,375.71","","0.45%"
"01/10/2020","2,377.62","2,380.47","2,386.53","2,375.80","","-0.09%"
"01/09/2020","2,379.85","2,365.75","2,380.67","2,365.69","","0.55%"
"01/08/2020","2,366.93","2,362.94","2,372.28","2,357.32","","0.19%"
"01/07/2020","2,362.43","2,365.97","2,371.67","2,359.76","","-0.09%"
"01/06/2020","2,364.49","2,360.98","2,364.66","2,348.78","","0.06%"
"01/03/2020","2,363.12","2,373.88","2,375.75","2,357.68","","-0.54%"
"01/02/2020","2,375.94","2,358.01","2,375.94","2,357.16","","0.74%"
"01/01/2020","2,358.48","2,358.25","2,358.48","2,358.03","","0.00%"
